nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm4841156	William J. Bryan	NA	NA	writer	tt0046593,tt1365317
nm4855110	James Forty	NA	NA		tt0259792
nm4855134	V.P. Gregoriy	NA	NA	actor	tt0259792
nm4855139	Philip Jenkins	NA	NA	actor	tt0259792
nm4855146	Joyce Rathbone	1929	2010	actor	tt0259792
nm4871432	Anna Drezen	NA	NA	writer,actress,producer	tt0072562,tt5578086,tt7529770,tt3619604
nm4873155	Zack Phillips	NA	NA	writer,actor,producer	tt7550142,tt11116156,tt8608740,tt3327536
nm4873979	Greg Phelps	NA	NA	writer	tt0441950
nm4876328	Alison Rich	NA	NA	actress,writer,director	tt0072562,tt3960412,tt2712740,tt2712612
nm4883957	Norman Tozer	1934	2010	director,actor	tt2202255,tt0196238,tt4383620,tt2256625
nm4884736	Peter Traill	1896	1968	writer	tt4596762,tt0249820,tt0989125
nm4885092	Michael Hooker	NA	NA	writer	tt0914702,tt0159870
nm4916386	Megan Callahan-Shah	1985	NA	writer,miscellaneous	tt0072562,tt6635044,tt8301054,tt8691808
nm4956526	Zack Bornstein	NA	NA	director,writer,editor	tt0320037,tt0072562,tt8548866,tt7183074
nm4966115	Trevor Wallace	NA	NA	director,miscellaneous	tt0149523
nm4972303	Ray Allen	NA	NA	writer,producer	tt0128000,tt0320048,tt0298697,tt8980478
nm4993932	Roger Marsden	NA	NA	editor	tt0058853
nm5016703	Mia Spengler	1986	NA	director,writer,music_department	tt2706882,tt0806910,tt9184994,tt5339226
nm5022103	Robert Goldston	NA	NA	writer	tt0362103,tt1711895
nm5030069	John Gutman	NA	NA	writer	tt0346348
nm5030661	J. Carver Pusey	1901	1953	writer	tt0022158
nm5042917	Frank Burt	1920	1958	writer,miscellaneous	tt0041156,tt0042474,tt0041100,tt0041246
nm5045658	Ray Knipe	NA	NA	editor	tt2639740,tt0297621
nm5050745	Dean Jauchius	NA	NA	writer	tt6116778,tt0046593
nm5050824	Dave McCary	NA	NA	writer,director,assistant_director	tt0072562,tt6267738,tt5805752,tt6267878
nm5051615	Paddy Sampson	NA	NA	director,producer	tt2763056,tt0233023,tt1366306
nm5089719	Chris McCumber	NA	NA	director	tt4240752,tt0072562,tt3377584
nm5093837	Mats Frey	NA	NA	writer,producer,director	tt7488532,tt6445168,tt9184994,tt2265544
nm5098071	Paul John	NA	NA	writer	tt0297621
nm5098521	Katie Rich	NA	NA	writer,actress,miscellaneous	tt1217217,tt0072562,tt2091325,tt1509130
nm5136110	Kenneth Boyd	NA	NA	writer	tt1245421
nm5138518	Paul Power	NA	NA	writer	tt5459030,tt0989125,tt0251553,tt5476360
nm5144002	Tom Hendry	1929	NA	writer	tt0072529,tt4461690
nm5146545	John Beaumont	NA	NA	writer,camera_department	tt0441950,tt2254990,tt4961608
nm5154925	Julian Aymes	NA	NA	director,producer	tt0441950,tt1724507,tt0407048,tt1245421
nm5157163	William Redmond	NA	NA	writer	tt0914702
nm5158054	Ariadne Nicolaeff	NA	NA	writer	tt0212698,tt4489888,tt0262709
nm5160748	Robert Edwards	NA	NA	writer	tt0066631
nm5162563	Lesley Ramsey McCabe	NA	NA	actress	tt4241058,tt0793361
nm5246001	Fran Gillespie	NA	NA	actress,writer,producer	tt1981538,tt6098504,tt0072562,tt4955328
nm5255343	Robert Boyle	NA	NA	director,producer,production_designer	tt0043228,tt3336542
nm5276392	Jasmine Pierce	NA	NA	writer,actress,miscellaneous	tt3279418,tt5093438,tt0458122,tt0072562
nm5282476	Glenway Wescott	NA	NA	writer	tt0047745,tt0271280,tt2055590
nm5305332	Hilary Spurling	1940	NA	writer	tt0382491,tt1578678,tt6428260,tt0200358
nm5308463	Matt and Oz	NA	NA	assistant_director,director	tt0072562,tt4145640,tt4460272,tt4453228
nm5314346	Jeff Perks	NA	NA	director	tt0200358,tt2442218,tt0199184
nm5323242	H. Leslie Boorer	NA	NA	writer	tt0441950
nm5348108	Alice Jones	NA	NA	writer	tt0047745
nm5376067	Gilbert Lennox	NA	NA	writer	tt0441950,tt0446859
nm5376524	J. Graham-Lujan	NA	NA	writer	tt0165592,tt0446859
nm5392344	Mike Scollins	NA	NA	writer,producer,actor	tt8856942,tt2510098,tt6603684,tt3513388
nm5400395	Joanna Bradley	NA	NA	actress,writer,editor	tt7133240,tt6700954,tt11212938,tt0072562
nm5401270	Graeme Kent	NA	NA	writer	tt0441950
nm5439413	Doris Gulliver	NA	NA	writer	tt1245421
nm5441235	H. Brooks	NA	NA	writer	tt0990935
nm5457029	Geoffrey Goldsmith	NA	NA	actor	tt0441950,tt0224509,tt0419362,tt0380872
nm5461497	Sheila MacLeod	NA	NA	writer	tt0212699
nm5474677	Wyatt Blassingame	NA	NA	writer	tt0045409,tt0043228
nm5476724	William Forrest	NA	NA	writer	tt0043228,tt0045409
nm5477423	Leo Gallen	NA	NA	writer	tt0046587
nm5505806	John Fordham	NA	NA	miscellaneous,director,writer	tt0986009,tt3226424,tt0200358
nm5513248	Cora Frazier	NA	NA	writer	tt0072562
nm5520886	Theodore W. Case	NA	NA	writer	tt0047745,tt0042074
nm5524896	Michael Bialoguski	NA	NA	writer,music_department	tt0165593,tt0042074
nm5525983	Najem Wali	1956	NA	writer	tt1144839,tt0806910
nm5543661	J. Wesley Rosenquist	NA	NA	writer	tt0065327
nm5550748	Jack Balch	NA	NA	writer	tt0040051,tt0313093,tt1339219
nm5560794	Will Stephen	NA	NA	writer,actor	tt5164214,tt2234701,tt0072562,tt5990342
nm5561425	Ambrose Flack	NA	NA	writer	tt0043228
nm5614193	David Cheshire	1944	1992	producer,director	tt0902834,tt0200358,tt1736774,tt0199184
nm5618632	Walter McQuade	NA	NA	writer	tt0043228
nm5620883	Stanley Kunitz	NA	NA	writer	tt0299338
nm5622780	Jan Griffiths	NA	NA	writer	tt0165592
nm5624690	John Viray	NA	NA	cinematographer	tt0058853
nm5625020	Natasha Rothwell	1980	NA	actress,writer,producer	tt5024912,tt3339354,tt0072562,tt5228026
nm5653827	Gerald Palmer	NA	NA	miscellaneous	tt0989125,tt4997054,tt3531122,tt5188474
nm5694288	Kit Coppard	NA	NA	writer	tt0200358
nm5792928	Janice Willett	1932	2018	director,producer	tt0161126,tt2054265,tt2078406,tt3205940
nm5813455	Eric Corner	1924	NA	writer	tt3074320,tt0914702,tt0989125,tt1176299
nm5822256	Richard Waring	1925	1994	writer,actor,script_department	tt0056773,tt0059963,tt0070966,tt0068110
nm5827471	Dorothy Lang	NA	NA	writer	tt0989125
nm5888610	Sönke Andresen	1977	NA	writer	tt10095376,tt5179130,tt3131210,tt0806910
nm5899290	Viviane Andereggen	1985	NA	director,assistant_director	tt4246890,tt7674502,tt9261920,tt3561196
nm5922182	Henry Brinton	NA	NA	writer	tt3530818,tt0262990,tt0914702
nm5922183	Kenneth Robinson	NA	NA	writer	tt0914702
nm5926844	Philip Callow	NA	NA	writer	tt0441950
nm5928776	Patric Dickinson	NA	NA	writer	tt1314953
nm5928827	Kenneth MacKenzie	NA	NA	writer	tt1384817
nm5932757	A. Lenou	NA	NA	writer	tt0441950
nm5969793	Ronald Sercombe	NA	NA	writer	tt0046587
nm5969850	Paul N. Williams	NA	NA	writer	tt0046587
nm5972692	Susan Pearson	1906	2001	actress,writer	tt4854190,tt4795020,tt0238454,tt0441950
nm5978822	Stanley Young	NA	NA	writer	tt0989125,tt0441950
nm5979330	Jack Malton	NA	NA	writer	tt0161126
nm6003622	Sudi Green	NA	NA	writer,actress,producer	tt5131560,tt8297102,tt8962130,tt0072562
nm6004139	Claire Mulaney	NA	NA	writer,actor	tt1828327,tt5949986,tt3461424,tt0072562
nm6015855	Gillian Winter	NA	NA	writer	tt0441950
nm6044856	Jan Wiers Jenson	NA	NA	writer	tt0914702
nm6145795	Maxim Leo	1970	NA	writer	tt0797768,tt0803970,tt13021476,tt0806910
nm6151893	Gadfan Morris	NA	NA	writer	tt5622250,tt4264604,tt0441950
nm6169024	L.C. Stoumen	NA	NA	writer,director,producer	tt12054702,tt0043228
nm6169025	Val Lindberg	NA	NA	writer	tt0043228
nm6175673	Cathrin Norgaard	NA	NA	writer	tt0043228
nm6175674	Jorgen Falk Ronne	NA	NA	writer	tt0043228
nm6186483	S. Louis Adams	NA	NA	writer	tt0047745
nm6191528	Edward Sherman	NA	NA	writer	tt0043228
nm6210956	Paul Ludwig	NA	NA	writer	tt0043228
nm6210969	Josephine Conway	NA	NA	writer	tt0043228
nm6217651	Harry T. Madden	NA	NA	writer	tt0044248,tt0043228
nm6222942	John Falcon	NA	NA	writer	tt0043228
nm6227095	L.A. Reece	NA	NA	writer	tt0161126
nm6227156	John McKeller	NA	NA	writer	tt0914702
nm6228635	LaKendra Tookes	NA	NA	writer,actress	tt0072562,tt5363912,tt3973820,tt5228026
nm6233170	Jean Graham	NA	NA	writer	tt0043228
nm6249851	Jo Gable	NA	NA	writer	tt0200358
nm6256619	J.L. Bouma	NA	NA	writer	tt0043228
nm6265005	Larry McCance	1917	1970	actor,writer	tt0341798,tt0341777,tt0179620,tt5309764
nm6265045	Eric Taylor	NA	NA	director,producer	tt0914702,tt3510002
nm6269389	Ward H. Tanzer	NA	NA	writer	tt0043228
nm6276883	Wallace Smith	NA	NA	writer	tt0043228
nm6277811	Elaine Carrington	NA	NA	writer	tt0043228,tt0121961,tt0042141,tt0040057
nm6284721	Therese Vernon	NA	NA	writer	tt0043228
nm6287571	Chris Kelly	NA	NA	writer,location_management,miscellaneous	tt0072562,tt1517451,tt8310612,tt4158876
nm6289623	Stanley Lloyd	NA	NA	writer,music_department	tt3531122,tt0989125
nm6299248	Bowen Yang	1990	NA	actor,writer,visual_effects	tt6078096,tt2452244,tt2587452
nm6317708	Georg Lippert	NA	NA	writer,actor,miscellaneous	tt0806910,tt11308454,tt3650650,tt4246890
nm6324751	Gary Richardson	NA	NA	writer,actor,soundtrack	tt2250912,tt7529770,tt0072562,tt4972062
nm6340752	Herbert Depew	NA	NA	writer	tt0043228
nm6398204	White Gibson	NA	NA	writer	tt0043228
nm6425698	Tee Stillah	NA	NA	writer	tt0043228
nm6432875	Morgan Lewis	NA	NA	writer	tt2380776,tt0043228
nm6433160	Helena Hufnagel	1985	NA	producer,director,writer	tt5252564,tt3672580,tt4022910,tt11912010
nm6439291	J.S. Burrell	NA	NA	writer	tt0043228
nm6455544	John Duffield	NA	NA	writer	tt0043228
nm6483946	John Arnold	NA	NA	actor	tt0989125,tt4327970
nm6488290	David Marshall	NA	NA	production_designer,art_director	tt0400024,tt0054518,tt0061238,tt0420428
nm6504438	Richard Thornton	NA	NA	writer	tt0043228
nm6519775	Phil Cole	NA	NA	writer	tt0045395,tt0043228
nm6520234	Elswyth Thane	NA	NA	writer	tt0989125,tt0047756
nm6541235	Phillis Tyler	NA	NA	writer	tt0043228
nm6544391	Arthur Mayne	NA	NA	writer	tt0989125
nm6544392	Henri Mayne	NA	NA	writer	tt0989125
nm6544393	David Fisher	NA	NA	writer	tt0989125
nm6547516	David Bull	NA	NA	writer	tt0165593
nm6549268	Josephine Kelley	NA	NA	writer	tt0043228
nm6550308	Berkeley Matthew	NA	NA	writer	tt0043228
nm6551741	Robert Bristow	NA	NA	writer	tt0043228
nm6565299	F.L. Scott	NA	NA	writer	tt0043228
nm6568244	Curtis Casewit	1922	2002	writer	tt0341798
nm6569383	Drew Michael	NA	NA	writer,actor,producer	tt8563704,tt1217217,tt0072562,tt4307902
nm6572052	Robert Dexter Neff	NA	NA	writer	tt0043228
nm6590416	Graham Woodford	NA	NA	writer,producer	tt3807416
nm6628839	Theodore Roscoe	NA	NA	writer	tt0052472,tt0050013
nm6640312	Arthur L. Most	NA	NA	writer	tt0043228
nm6663759	Robert D. Neff	NA	NA	writer	tt0043228,tt0041023
nm6667878	Anthony Berkins	NA	NA	writer	tt0046587
nm6679336	Stewart Toland	NA	NA	writer	tt0043228
nm6688688	Colin S. Darroch	NA	NA	writer	tt0043228
nm6688728	Hugh Fosburgh	1916	1976	writer	tt0043228
nm6707525	Peter Gurney	NA	NA	writer	tt0043228
nm6732942	Benjamin Siegel	NA	NA	writer	tt0043228
nm6739117	Allan V. Elston	NA	NA	writer	tt0043228
nm6742662	Harry Klingsberg	NA	NA	writer	tt0043228
nm6748414	James P. Canagh	NA	NA	writer	tt0046587
nm6775063	Adeline Collier	NA	NA	writer,producer	tt7765840,tt0212699,tt4905980,tt4042566
nm6780954	Nona Coxhead	NA	NA	writer	tt0046587,tt0045395
nm6812938	Sam Thomas	NA	NA	writer	tt0043228
nm6827973	Romilly Cavan	NA	NA	writer	tt4103418,tt0990935,tt0914702
nm6829335	Albert Richard Wetje	NA	NA	writer	tt0043228
nm6834868	Thomas Coley	NA	NA	writer	tt0046587,tt0046648,tt0039123
nm6846770	Alan Clark	NA	NA	writer	tt1384817
nm6879622	Stanley Williamson	NA	NA	director,writer,assistant_director	tt3700568,tt0200358
nm6885562	Paul Ferris	NA	NA	writer	tt0805519,tt0914702,tt10614116,tt1594956
nm6886081	Arnold Byron	NA	NA	writer	tt0043228
nm6909544	Caro Burden	NA	NA	writer	tt0989125,tt4202616
nm6931025	John Loveday	NA	NA	writer	tt0212699
nm6943095	Julilly H. Kohler	NA	NA	writer	tt7838300,tt0046593
nm6946866	David Lyons	NA	NA	writer	tt0914702
nm6958633	Dorothy Black	NA	NA	writer	tt0046587
nm6961119	Barbara Waring	NA	NA	writer	tt0990935,tt0159904
nm6969390	Leslie Burgess	NA	NA	writer	tt0989125
nm6975179	Mick Stewart	NA	NA	writer	tt0990935
nm6976609	Hilary Samson	NA	NA	writer	tt0990935
nm6995711	Leo Aylen	1935	NA	director,producer,writer	tt1711895,tt7640064,tt0200358,tt2337189
nm7016377	Jhan Robbins	NA	NA	writer	tt0046587,tt0052464,tt0049992
nm7016378	June Robbins	NA	NA	writer	tt0049992,tt0046587,tt0052464
nm7045505	Patrick Marsh	NA	NA	writer	tt0990935
nm7047103	Michael Bullock	1918	2008	writer	tt1314953,tt1384817
nm7047159	Maximilian Ilyin	NA	NA	writer	tt1314953
nm7047170	Donald Watson	NA	NA	writer	tt6191056,tt1314953
nm7049165	Nigel Dennis	1912	1989	writer	tt1314953,tt4363636
nm7049238	Thomas Sturge Moore	1870	1944	writer	tt1314953
nm7057798	E. Martin Browne	1900	1990	producer,actor,director	tt0210458,tt1871205,tt0989125,tt0044284
nm7060442	John Anderson	NA	NA	writer	tt0441950
nm7072365	Patrick Quentin	NA	NA	writer	tt1384817,tt0914702,tt9610428,tt0055366
nm7074519	Tim Byford	NA	NA	director	tt0236919,tt4383620
nm7088580	Julio Torres	NA	NA	writer,actor,producer	tt7721046,tt0072562,tt5363730,tt5578086
nm7117081	Claude Yasory	NA	NA	composer	tt0217931
nm7144510	Donald Sutherland	NA	NA	writer	tt0989125,tt2006834
nm7149121	Luis Azcona	NA	NA	writer	tt0217931,tt2172805
nm7168808	Robert Morrow	NA	NA	writer	NA
nm7179578	John Hynam	NA	NA	writer	tt0990935,tt5129822,tt5769182
nm7189687	Susa Cecci d'Amico	NA	NA	writer	tt0217931
nm7208758	Angus Cooper	1931	NA	writer	tt0159870,tt0162119,tt0441950
nm7222203	Liz Curtis	NA	NA		tt4383620
nm7222204	Peter Bolgar	NA	NA		tt4383620
nm7245237	Elbert Budin	NA	NA	director	tt0072562
nm7249387	Jack Perry	NA	NA	writer	tt0989125
nm7251324	Pauline Phillips	NA	NA	writer	tt0989125
nm7251352	F.A. Robinson	NA	NA	writer	tt0989125
nm7268484	Leopold Louth	NA	NA	writer	tt0990935
nm7268516	Roderick Barry	NA	NA	writer	tt0990935
nm7276569	Derek S. Royle	NA	NA	writer	tt0990935
nm7281140	Peter Watling	NA	NA	writer	tt0914702,tt0989125
nm7294443	Barbara Tolnai	NA	NA	writer	tt0959862
nm7312044	Lynn Sherman	NA	NA	writer	tt0043228
nm7312919	Tangye Lean	NA	NA	writer,producer	tt1646046
nm7312926	Kenneth John	NA	NA	writer	tt1646046
nm7316150	Richard Eckler	NA	NA	director,producer	tt0041049,tt0044284
nm7336368	Eve Bradfield	NA	NA	writer,producer	tt0989125
nm7336654	Gavin Holt	NA	NA	writer	tt0989125,tt0441950,tt5330534
nm7360592	Dennis Driscoll	NA	NA	writer	tt0161126,tt0989125,tt1874396
nm7360639	Joyce Dennys	NA	NA	writer	tt0989125
nm7365415	William E. Waters	1918	NA	writer	tt0048893
nm7373289	Herb Tank	NA	NA	writer	tt0441950
nm7373303	Elizabeth Baker	1876	1962	writer	tt0441950
nm7374314	Leslie Winslow	NA	NA	writer	tt0441950
nm7375671	Vera Beringer	1879	1964	writer	tt0989125
nm7375672	Barbara Noble	NA	NA	writer	tt0989125
nm7391800	Michael Picardie	NA	NA	writer,actor	tt0914702,tt6242260
nm7407118	Lars Hubrich	NA	NA	writer	tt4911940,tt10084688,tt8897388,tt0806910
nm7418891	Roy Jennings	NA	NA	writer	tt0441950
nm7463573	John Conlan	NA	NA	writer	tt0441950
nm7470315	Harry Middleton	1921	2017	writer,director	tt0043228,tt0174059
nm7475371	John Coulter	1888	1980	writer	tt0341798,tt2603024,tt0250914
nm7476476	Terry Newman	NA	NA	writer	tt0341798
nm7478347	John Garrett Underhill	1876	1946	writer	tt1691416,tt0595279,tt0441950,tt4336858
nm7480009	Mary Stocks	1891	1975	writer	tt7252946,tt4368354,tt0989125,tt0276652
nm7480056	Vera Mathews	NA	NA	writer	tt0989125
nm7480159	Robert Strevens	NA	NA	writer	tt4613170,tt0989125
nm7482018	Martyn Coleman	NA	NA	writer	tt0989125,tt0161126,tt0341798
nm7482165	Audrey Piggott	1906	2001	writer	tt5468868,tt5309766,tt5309726,tt0341798
nm7482291	Ann Maud Henry	1914	2000	writer	tt0341798,tt0341911
nm7482526	Charles Lloyd-Jones	NA	NA	writer	tt0989125
nm7482634	Neville Croft	NA	NA	writer	tt0989125
nm7489747	Dorothy Wright	1910	1996	writer	tt0348926,tt5504756,tt1662012
nm7490066	Dennis Parry	NA	NA	writer	tt0989125
nm7492022	Dorothy Massingham	1889	1933	writer	tt5182924,tt0989125
nm7492023	Murray Macdonald	NA	NA	director,writer,producer	tt0441950,tt5188474,tt0989125
nm7492058	Frederick Benedict	NA	NA	writer	tt0989125
nm7492118	Moira Verschoyle	NA	NA	writer	tt0914702
nm7492424	Juliet Mansel	NA	NA	writer	tt0989125
nm7492471	Hugh Popham	NA	NA	writer	tt0989125
nm7493903	P.N. Walker-Taylor	NA	NA	writer	tt0989125
nm7493969	D.L. Orna	NA	NA	writer	tt0989125
nm7495534	Margaret Luce	NA	NA	writer	tt0989125
nm7495545	Larson Browne	NA	NA	writer	tt0161126,tt4769266
nm7499729	Frederick May	NA	NA	writer	tt5729852,tt1314953,tt4780318
nm7499939	Basil Ashmore	NA	NA	writer	tt0914702
nm7504407	Brian Cleeve	NA	NA	writer	tt0914702,tt0159884,tt6503336
nm7521050	Peter McDonald	1919	1995	director,producer	tt0341798
nm7527363	Sonia Orwell	1918	1980	writer	tt0058853
nm7531112	Adriana Robles	NA	NA	director,writer,editor	tt10719766,tt10719744,tt5913592,tt5913368
nm7541604	Mervyn Savill	NA	NA	writer	tt0914702
nm7541920	Charles Cabot	NA	NA	director	tt0200358
nm7542505	John Faulkner	NA	NA	writer	tt0200358
nm7574217	Byron Riggan	1923	2015	writer	tt0341798
nm7582855	John Symonds	NA	NA	writer	tt0441950
nm7584270	Charles Wasserman	1924	1978	writer	tt0341798
nm7584331	Edwin Cair	NA	NA	writer	tt0341798
nm7584493	Jean-Robert Remillard	1928	2010	writer,director	tt9336938,tt0348926,tt8820250
nm7600116	Phed Vosniacos	1927	1985	writer	tt0441950,tt0341798
nm7615637	Sam Jay	NA	NA	writer,actress,art_department	tt0072562,tt12368594,tt4193776,tt4925366
nm7617069	Alex Dyer	NA	NA	writer	tt0250896,tt0341798
nm7624394	Milo Wood	NA	NA	writer	tt0043228
nm7628408	Michael Vershinin	1962	NA	writer	tt0806901,tt7908528,tt7845932,tt0806910
nm7634997	Ronald Bailey	NA	NA	writer	tt0341798
nm7635041	William Edwards	NA	NA	writer	tt0341798
nm7635086	Arthur Kavanagh	NA	NA	writer	tt0341798
nm7636056	L. Compton-Burnett	NA	NA	writer	tt0298665
nm7638348	Tod Rhode	NA	NA	writer	tt0341987,tt0341798
nm7639238	Margaret Banks	NA	NA	writer	tt0914702
nm7639263	S. Szakail	NA	NA	writer	tt0914702
nm7651925	Jeannette Newton	NA	NA	writer	tt0341798
nm7662738	Joseph Norman Orenstein	NA	NA	writer	tt0341798
nm7663785	Don Witty	1914	1980	writer	tt0341798
nm7679151	Henry Holtzman	NA	NA	director	tt0072562
nm7695089	Ralph E. Loewe	1923	1997	writer	tt0341798
nm7695090	Morton S. Shanberg	NA	NA	writer	tt0341798
nm7695133	Norman Shannon	NA	NA	writer	tt0341798
nm7695348	John C. Dickens	NA	NA	writer	tt0341798
nm7711630	Phyllis Lee Peterson	1909	2001	writer	tt0341798,tt5531570
nm7715327	James Lee	NA	NA	director	tt0044284
nm7740767	John Gwilym Jones	NA	NA	writer	tt11935432,tt1670338,tt0989125,tt7437772
nm7744154	St. John Hankin	1869	1909	writer	tt0846942,tt0989125
nm7744170	Florence Hayes Turner	NA	NA	writer	tt0989125
nm7757540	Enid Abrahams	1927	1978	writer	tt0348926,tt0250914
nm7792791	John Prescott	NA	NA	writer	tt0040051
nm7820044	L.H. Wynne	NA	NA	writer	tt0989125
nm7820716	Fred Iselin	NA	NA	director,writer,miscellaneous	tt0046593
nm7835798	Gérard Bessette	1920	2005	writer	tt0250914,tt1384817
nm7835799	Glen Shortliffe	1913	1969	writer	tt0250914,tt1384817
nm7837919	Edwin Brock	NA	NA	writer	tt1709991,tt1384817
nm7855743	Alan Miller	NA	NA	writer	tt0250896,tt0341798
nm7860442	Alan Linic	NA	NA	writer,actor	tt0072562,tt5348512
nm7869678	Donn Hale Munson	NA	NA	writer	tt0046593
nm7874159	Will Harriss	1922	NA	writer	tt0341798
nm7874732	Jeanne Maxime-David	NA	1976	writer	tt1315021,tt0341798
nm7874733	Zena B. Renton	NA	NA	writer	tt1315021,tt0341798
nm7906426	Charles Bond	NA	NA	writer	tt0441950
nm7917179	Hannah Levy	NA	NA	director,writer,editor	tt10719766,tt7541672,tt5913368,tt10719744
nm7964342	Nimesh Patel	NA	NA	writer,actor	tt9837780,tt0072562,tt4991632,tt6998274
nm7973759	Martin Quigley Jr.	NA	NA	writer,producer	tt0049081
nm7992748	Gwethalyn Graham	1913	1965	writer	tt5531570
nm8011383	Ron Boorne	1926	2014	writer	tt0348926
nm8025846	Douglas Rae	NA	NA	writer	tt0209818,tt0159867,tt0914702,tt1674758
nm8026504	Bernard Frechtman	1914	1967	writer	tt0060293,tt0212698,tt0056847,tt0348926
nm8077083	Claire Friedman	NA	NA	writer,miscellaneous	tt0072562,tt9362790,tt5556144
nm8089483	Humphrey Proctor-Gregg	1895	1980	writer	tt0348926
nm8108983	Joanne Court	NA	NA	writer	tt0046617,tt0063927
nm8116359	Jackie Ross	NA	NA	writer	tt0341798
nm8122954	William Mills	NA	NA	writer	NA
nm8170054	Karl Anders	NA	NA	writer	tt0242203
nm8301199	W.D. Pereira	NA	NA	writer	tt5897012,tt0403808
nm8359916	Joseph Hurley	NA	NA	writer	tt0271280,tt0044284
nm8412638	Charlotte I. Pehlivani	NA	NA	writer	tt0806910
nm8420549	Stephen Glover	NA	NA	writer,producer	tt7162324,tt8005118,tt0072562,tt4288182
nm8436792	Andrew Kevin	NA	NA	writer	tt0043228
nm8440165	Jamal Olori	NA	NA	writer,producer	tt4288182,tt8858104,tt0072562,tt8005118
nm8440740	Seymour Stern	NA	NA	writer	tt0341798,tt0042123,tt0047756
nm8471955	Robert Huber	NA	NA	writer	tt0348926
nm8485344	Emma Clark	NA	NA	miscellaneous,writer	tt7646120,tt0072562
nm8559961	James Beach	NA	NA	writer	tt0044284,tt0042141
nm8571362	Richard Pryce	NA	NA	writer	tt0441950
nm8579040	Rickford Harris	NA	NA	actor	tt6242260,tt0990935,tt0497975,tt0135651
nm8608160	Andrew Dismukes	NA	NA	writer,actor	tt6279022,tt0072562
nm8652328	Tamara Robbin	NA	NA	writer	tt0065357
nm8662928	A.A. Sundri	NA	NA	writer	tt0065357
nm8668169	Eric Coxon	NA	NA	writer	tt1770488
nm8680777	Howard Lockhart	1912	1987	actor,writer	tt0427502,tt0914702,tt0427222
nm8693496	Douglas Cooper	1911	1984		tt2315127,tt0259792
nm8808034	Walker A. Tompkins	NA	NA	writer	tt0044259,tt0041038
nm8820958	Chep Dobrin	NA	NA	director	tt0046593
nm8859896	François-Xavier Durandy	NA	NA	miscellaneous,writer	tt0056436,tt0050870,tt2882328,tt0172684
nm8881698	Eli Coyote Mandel	NA	NA	writer,actor	tt6658296
nm8893638	David Steinberg	NA	NA	producer,writer,manager	tt0198586,tt3383040,tt0388980,tt0106096
nm8946617	Lois Hazel McCollough	NA	NA	writer	tt1415092
nm9040145	Dick Spencer III	NA	NA	writer	tt0046593,tt0067172
